"Year","Quarter","Group","Unit","Population","Deflator","Total Wealth (nominal $)","Wealth Per Unit (nominal $)","Wealth Share"
"2014","4","Top 1%","Households","1779889.9584966383","0.85977042","27017068115007.73","15179066.540623307","0.3829872016"
"2015","1","Top 1%","Households","1785722.7744431668","0.859465","27709194056517.56","15517074.908314355","0.3840440493"
"2015","2","Top 1%","Households","1794457.012940515","0.8641209","27891623853275.14","15543210.927950898","0.3847654625"
"2015","3","Top 1%","Households","1803754.306299994","0.86669642","27172368517977.99","15064340.205909826","0.3823621847"
"2015","4","Top 1%","Households","1811473.542745472","0.86661386","27765479529090.15","15327565.583435874","0.3813377344"
"2016","1","Top 1%","Households","1815887.65038105","0.86592042","28121871185036.35","15486569.9863839","0.380681363"
"2016","2","Top 1%","Households","1815368.884774734","0.87203753","28518528195780.85","15709494.877301296","0.379806123"
"2016","3","Top 1%","Households","1811934.108233075","0.87445623","29105924298301.28","16063456.262592355","0.3794117241"
"2016","4","Top 1%","Households","1808243.16576873","0.87906259","29294011923211.73","16200261.37953526","0.3788853999"
"2017","1","Top 1%","Households","1806567.255950922","0.88350385","30178458543204.46","16704863.017856171","0.3788596688"
"2017","2","Top 1%","Households","1808815.5435981832","0.8863436","30713882451697.5","16980107.540761154","0.3784633108"
"2017","3","Top 1%","Households","1813668.05258418","0.89075184","31368716718149.73","17295732.0792272","0.3773986875"
"2017","4","Top 1%","Households","1819474.835534536","0.89708346","32493454914652.52","17858699.818239804","0.3785736572"
"2018","1","Top 1%","Households","1825019.0715960201","0.90196228","32793387666058.27","17968791.76576479","0.3779324997"
"2018","2","Top 1%","Households","1828793.8218782542","0.90999448","33304737161835.46","18211313.251064017","0.3783065686"
"2018","3","Top 1%","Households","1830737.3596667121","0.91299111","34112826374236.09","18633380.803703252","0.3788286095"
"2018","4","Top 1%","Households","1831577.232166866","0.91776264","32202529917984.39","17581857.511892557","0.3753321331"
"2019","1","Top 1%","Households","1832067.535352812","0.92056108","34639055823199.3","18907084.566906348","0.3781243029"
"2019","2","Top 1%","Households","1833850.1982067868","0.9258278","35349836726190.63","19276294.629058108","0.377605195"
"2019","3","Top 1%","Households","1836414.282430471","0.92884094","35330100127426.91","19238632.843057595","0.3747984148"
"2019","4","Top 1%","Households","1838967.3428200532","0.93264657","36838185976947.03","20031995.739769764","0.3757862261"
"2020","1","Top 1%","Households","1840883.523540039","0.93568444","33735278653072.09","18325591.06629342","0.3717660753"
"2020","2","Top 1%","Households","1842939.319629211","0.93166423","37171795309312.69","20169842.22616263","0.3754526799"
"2020","3","Top 1%","Households","1845564.8989706931","0.94015872","38972532027636.95","21116858.068428088","0.3777341872"
"2020","4","Top 1%","Households","1848065.7004278048","0.94470727","42503961086687.27","22999161.272701573","0.3817829477"
"2021","1","Top 1%","Households","1849160.6353013862","0.95472074","44764364863494.66","24207937.379220013","0.3857519406"
"2021","2","Top 1%","Households","1850266.772773946","0.96925795","47095592758608.14","25453406.74739663","0.3873095099"
"2021","3","Top 1%","Households","1851929.643662771","0.9833082","49168167957076.13","26549695.40842312","0.387817744"
"2021","4","Top 1%","Households","1853586.9728403983","1","50549332718475.58","27271087.604276173","0.3890591909"
"1976","1","Top 0.1%","Households","95421.7080829805","0.25500882","337978164253.699","3541942.090994503","0.0776634498"
"1976","2","Top 0.1%","Households","96123.5208522584","0.25757614","343051887752.7885","3568865.192527212","0.0762014454"
"1976","3","Top 0.1%","Households","96846.3271904787","0.26090294","343435227394.4772","3546187.4224616066","0.0749167006"
"1976","4","Top 0.1%","Households","97576.1918188564","0.26558363","346993271656.4155","3556126.3991587725","0.0735868467"
"1977","1","Top 0.1%","Households","98310.3159513032","0.26985976","347276589290.1204","3532453.190997166","0.0726332642"
"1977","2","Top 0.1%","Households","99019.6910688783","0.27366537","359684367692.7844","3632452.937492878","0.0730076217"
"1977","3","Top 0.1%","Households","99650.5710678874","0.2769922","366236089232.9554","3675203.1153284134","0.0727860177"
"1977","4","Top 0.1%","Households","100245.8226516198","0.28297713","373328155120.1007","3724126.8039418734","0.0724793304"
"1978","1","Top 0.1%","Households","100850.3441702861","0.28709644","377187010562.7818","3740066.6667621927","0.0714430546"
"1978","2","Top 0.1%","Households","101466.4975483987","0.29258609","391658874848.1633","3859982.2040900267","0.0714021168"
"1978","3","Top 0.1%","Households","102060.3421642879","0.2975474","406655616059.2131","3984462.5976720126","0.0713856062"
"1978","4","Top 0.1%","Households","102657.7114284799","0.30363971","411048144306.7147","4004064.9512539133","0.0705696356"
"1979","1","Top 0.1%","Households","103300.9931485077","0.30917063","443588943139.63104","4294140.158961669","0.0729443068"
"1979","2","Top 0.1%","Households","103988.5553732541","0.3167488","474498945940.5188","4562991.996930464","0.0753192605"
"1979","3","Top 0.1%","Households","104603.3242231265","0.32366663","511281133637.2254","4887809.612499747","0.0781966706"
"1979","4","Top 0.1%","Households","105400.964974609","0.32967636","546050192600.8486","5180694.434177064","0.0809390259"
"1980","1","Top 0.1%","Households","106026.2558333764","0.33660239","548891919460.4874","5176943.3443267895","0.0797793596"
"1980","2","Top 0.1%","Households","106678.6257004766","0.34460983","579248863474.0242","5429849.322397451","0.0806938705"
"1980","3","Top 0.1%","Households","107359.1994400268","0.35231188","612449779958.4335","5704679.088079093","0.0813601907"
"1980","4","Top 0.1%","Households","107870.2142638494","0.36149156","644804043440.2743","5977591.199208063","0.0828041065"
"1981","1","Top 0.1%","Households","108357.9672939256","0.37100971","669528692006.9309","6178859.835851349","0.0845192029"
"1981","2","Top 0.1%","Households","108895.1412585282","0.37836501","692102168226.0112","6355675.379334785","0.0849704852"
"1981","3","Top 0.1%","Households","109386.9042207099","0.38548091","692026863501.8627","6326414.194020524","0.0843355049"
"1981","4","Top 0.1%","Households","109881.2225799804","0.3921428","729698928928.0927","6640797.32455615","0.0860939667"
"1982","1","Top 0.1%","Households","110418.5601389531","0.39754167","740976050332.0063","6710611.417134456","0.0863005333"
"1982","2","Top 0.1%","Households","111001.9492490178","0.40270939","765424109064.1317","6895591.602152919","0.0881247342"
"1982","3","Top 0.1%","Households","111567.8577124935","0.40842187","805320034394.6436","7218208.2806494795","0.0903377014"
"1982","4","Top 0.1%","Households","112112.4419511607","0.4126485","872542611812.76","7782745.577808963","0.0948667343"
"1983","1","Top 0.1%","Households","112646.4422836234","0.4157607","906184345375.2708","8044500.358863195","0.0952758034"
"1983","2","Top 0.1%","Households","113135.9945446999","0.41885632","944093319780.5153","8344765.285176373","0.0963911406"
"1983","3","Top 0.1%","Households","113567.2030056695","0.42330587","949195391682.0414","8358006.242653133","0.0958037722"
"1983","4","Top 0.1%","Households","113993.1169200249","0.42651707","947072659627.4164","8308156.538011519","0.0951277255"
"1984","1","Top 0.1%","Households","114463.0297914354","0.4308345","950447953622.3208","8303536.568568424","0.0940507211"
"1984","2","Top 0.1%","Households","114999.3702340392","0.43451631","958093302717.4388","8331291.734620719","0.0934860773"
"1984","3","Top 0.1%","Households","115541.3562974687","0.43837973","990484201623.7708","8572551.278294718","0.0936710943"
"1984","4","Top 0.1%","Households","116111.0308706655","0.44165701","1015094171596.3341","8742443.883105591","0.0937860888"
"1985","1","Top 0.1%","Households","116741.1868787999","0.44602394","1069594140201.58","9162097.532141995","0.0956557714"
"1985","2","Top 0.1%","Households","117395.6905836671","0.44889671","1123008532803.948","9566011.556476919","0.0978372827"
"1985","3","Top 0.1%","Households","118017.1163867678","0.45160443","1143974463186.78","9693292.78846067","0.0985285633"
"1985","4","Top 0.1%","Households","118632.7571775045","0.4541305","1236137183548.819","10419863.897281308","0.1011357873"
"1986","1","Top 0.1%","Households","119282.325610234","0.45639235","1288044699812.3079","10798286.277726615","0.1014532209"
"1986","2","Top 0.1%","Households","119940.588508228","0.45811769","1313846283121.062","10954142.375505613","0.1010209661"
"1986","3","Top 0.1%","Households","120540.4561671618","0.45999983","1297355829065.321","10762824.94954381","0.099208374"
"1986","4","Top 0.1%","Households","121097.4182344861","0.46250117","1337860692634.8079","11047805.24754253","0.0985929226"
"1987","1","Top 0.1%","Households","121617.8643133999","0.46543998","1485158356907.495","12211679.306260107","0.104343141"
"1987","2","Top 0.1%","Households","122077.7488163986","0.46866772","1549808110638.2341","12695254.668965928","0.1070046902"
"1987","3","Top 0.1%","Households","122462.8405914503","0.47220919","1637019821202.528","13367482.03207052","0.1102450553"
"1987","4","Top 0.1%","Households","122819.1552244332","0.47597352","1619972764991.191","13189903.171300428","0.1116386668"
"1988","1","Top 0.1%","Households","123206.900318846","0.47970483","1728890697909.6768","14032417.773967987","0.1156797776"
"1988","2","Top 0.1%","Households","123636.021237978","0.48437718","1825624491387.436","14766121.338322785","0.11917199"
"1988","3","Top 0.1%","Households","124065.2761635493","0.49016401","1903857133510.94","15345608.315103225","0.1225015208"
"1988","4","Top 0.1%","Households","124512.8005994941","0.49439895","2025924458021.65","16270812.705741048","0.126878813"
"1989","1","Top 0.1%","Households","124999.3726145079","0.49955836","2062722596127.924","16501863.593261879","0.1264222562"
"1989","2","Top 0.1%","Households","125501.399894172","0.50487465","2108416543584.4382","16799944.4258179","0.1263444199"
"1989","3","Top 0.1%","Households","125971.9178618185","0.50856471","2169597440627.675","17222865.837507978","0.1262326694"
"1989","4","Top 0.1%","Households","126469.1328423687","0.51218873","2210066255802.217","17475143.58746214","0.1263032456"
